Tahun,Bulan,Kode Item,total_jumlah,total_harga,jumlah_transaksi,bulan_str,periode,quarter,is_start_year,is_end_year,lag_1,lag_2,lag_3,ma_3,ma_6,diff_1,ratio_lag,Nama Item,Jenis,Satuan
2024,12,KI001,12614,168430950,164,12,2024-12-01,4,0,1,12318.0,13286.0,11680.0,12739.333333333334,12912.666666666666,296.0,1.0239467489244256,Yasmin 220ml,AMDK,KARTON
2025,1,KI001,14304,191264850,183,01,2025-01-01,1,1,0,12614.0,12318.0,13286.0,13078.666666666666,13059.833333333334,1690.0,1.1338882282996432,Yasmin 220ml,AMDK,KARTON
2025,2,KI001,11953,159718050,171,02,2025-02-01,1,0,0,14304.0,12614.0,12318.0,12957.0,12692.5,-2351.0,0.83558196434813,Yasmin 220ml,AMDK,KARTON
2025,3,KI001,14128,189234500,168,03,2025-03-01,1,0,0,11953.0,14304.0,12614.0,13461.666666666666,13100.5,2175.0,1.18186381127656,Yasmin 220ml,AMDK,KARTON
2025,4,KI001,16012,214174650,196,04,2025-04-01,2,0,0,14128.0,11953.0,14304.0,14031.0,13554.833333333334,1884.0,1.1332719937716753,Yasmin 220ml,AMDK,KARTON
2022,2,KI004,15739,745159000,493,02,2022-02-01,1,0,0,16493.0,18399.0,18571.0,16877.0,14944.166666666666,-754.0,0.9542257790711774,Aqua 1500ml,AMDK,KARTON
2022,3,KI004,15016,709337850,480,03,2022-03-01,1,0,0,15739.0,16493.0,18399.0,15749.333333333334,16544.166666666668,-723.0,0.954002541296061,Aqua 1500ml,AMDK,KARTON
2022,4,KI004,9992,472968950,359,04,2022-04-01,2,0,0,15016.0,15739.0,16493.0,13582.333333333334,15701.666666666666,-5024.0,0.6653792368648864,Aqua 1500ml,AMDK,KARTON
2022,5,KI004,11627,554172000,396,05,2022-05-01,2,0,0,9992.0,15016.0,15739.0,12211.666666666666,14544.333333333334,1635.0,1.1635144601220855,Aqua 1500ml,AMDK,KARTON
2022,6,KI004,12031,572817300,433,06,2022-06-01,2,0,0,11627.0,9992.0,15016.0,11216.666666666666,13483.0,404.0,1.034657722738218,Aqua 1500ml,AMDK,KARTON
2022,7,KI004,10472,500360500,395,07,2022-07-01,3,0,0,12031.0,11627.0,9992.0,11376.666666666666,12479.5,-1559.0,0.870345744680851,Aqua 1500ml,AMDK,KARTON
2022,8,KI004,14505,692366300,493,08,2022-08-01,3,0,0,10472.0,12031.0,11627.0,12336.0,12273.833333333334,4033.0,1.3849899742194214,Aqua 1500ml,AMDK,KARTON
2022,9,KI004,10820,516688250,365,09,2022-09-01,3,0,0,14505.0,10472.0,12031.0,11932.333333333334,11574.5,-3685.0,0.7458982490004136,Aqua 1500ml,AMDK,KARTON
2022,10,KI004,10902,521459850,370,10,2022-10-01,4,0,0,10820.0,14505.0,10472.0,12075.666666666666,11726.166666666666,82.0,1.0074854449681176,Aqua 1500ml,AMDK,KARTON
2022,11,KI004,12776,610190000,403,11,2022-11-01,4,0,0,10902.0,10820.0,14505.0,11499.333333333334,11917.666666666666,1874.0,1.1717875813996148,Aqua 1500ml,AMDK,KARTON
2022,12,KI004,14135,678048950,447,12,2022-12-01,4,0,1,12776.0,10902.0,10820.0,12604.333333333334,12268.333333333334,1359.0,1.1062847303748924,Aqua 1500ml,AMDK,KARTON
2023,1,KI004,9670,466951300,346,01,2023-01-01,1,1,0,14135.0,12776.0,10902.0,12193.666666666666,12134.666666666666,-4465.0,0.6840690435766836,Aqua 1500ml,AMDK,KARTON
2023,2,KI004,6673,322774950,284,02,2023-02-01,1,0,0,9670.0,14135.0,12776.0,10159.333333333334,10829.333333333334,-2997.0,0.6900010340192327,Aqua 1500ml,AMDK,KARTON
2023,3,KI004,7527,364120250,292,03,2023-03-01,1,0,0,6673.0,9670.0,14135.0,7956.666666666667,10280.5,854.0,1.1278094096493856,Aqua 1500ml,AMDK,KARTON
2023,4,KI004,6304,305079850,259,04,2023-04-01,2,0,0,7527.0,6673.0,9670.0,6834.666666666667,9514.166666666666,-1223.0,0.8374070138150903,Aqua 1500ml,AMDK,KARTON
2023,5,KI004,7077,343135950,297,05,2023-05-01,2,0,0,6304.0,7527.0,6673.0,6969.333333333333,8564.333333333334,773.0,1.1224425059476606,Aqua 1500ml,AMDK,KARTON
2023,6,KI004,5435,263296500,213,06,2023-06-01,2,0,0,7077.0,6304.0,7527.0,6272.0,7114.333333333333,-1642.0,0.767872280305171,Aqua 1500ml,AMDK,KARTON
2023,7,KI004,5749,277868850,231,07,2023-07-01,3,0,0,5435.0,7077.0,6304.0,6087.0,6460.833333333333,314.0,1.057579102281089,Aqua 1500ml,AMDK,KARTON
2023,8,KI004,5748,278074900,266,08,2023-08-01,3,0,0,5749.0,5435.0,7077.0,5644.0,6306.666666666667,-1.0,0.9996521739130435,Aqua 1500ml,AMDK,KARTON
2023,9,KI004,4350,211186200,208,09,2023-09-01,3,0,0,5748.0,5749.0,5435.0,5282.333333333333,5777.166666666667,-1398.0,0.7566533310140894,Aqua 1500ml,AMDK,KARTON
2023,10,KI004,5935,287475600,275,10,2023-10-01,4,0,0,4350.0,5748.0,5749.0,5344.333333333333,5715.666666666667,1585.0,1.3640542404045046,Aqua 1500ml,AMDK,KARTON
2023,11,KI004,5172,249697750,248,11,2023-11-01,4,0,0,5935.0,4350.0,5748.0,5152.333333333333,5398.166666666667,-763.0,0.8712938005390836,Aqua 1500ml,AMDK,KARTON
2023,12,KI004,5621,272792200,283,12,2023-12-01,4,0,1,5172.0,5935.0,4350.0,5576.0,5429.166666666667,449.0,1.0866035182679297,Aqua 1500ml,AMDK,KARTON
2024,1,KI004,4936,238695600,264,01,2024-01-01,1,1,0,5621.0,5172.0,5935.0,5243.0,5293.666666666667,-685.0,0.8779793667733903,Aqua 1500ml,AMDK,KARTON
2024,2,KI004,5354,258403400,276,02,2024-02-01,1,0,0,4936.0,5621.0,5172.0,5303.666666666667,5228.0,418.0,1.0844642495442576,Aqua 1500ml,AMDK,KARTON
2024,3,KI004,4165,202342250,268,03,2024-03-01,1,0,0,5354.0,4936.0,5621.0,4818.333333333333,5197.166666666667,-1189.0,0.7777777777777778,Aqua 1500ml,AMDK,KARTON
2024,4,KI004,5894,283966700,323,04,2024-04-01,2,0,0,4165.0,5354.0,4936.0,5137.666666666667,5190.333333333333,1729.0,1.414786365818531,Aqua 1500ml,AMDK,KARTON
2024,5,KI004,7470,361387600,423,05,2024-05-01,2,0,0,5894.0,4165.0,5354.0,5843.0,5573.333333333333,1576.0,1.2671755725190839,Aqua 1500ml,AMDK,KARTON
2024,6,KI004,7955,383372600,401,06,2024-06-01,2,0,0,7470.0,5894.0,4165.0,7106.333333333333,5962.333333333333,485.0,1.0647838308124749,Aqua 1500ml,AMDK,KARTON
2024,7,KI004,8545,411906750,457,07,2024-07-01,3,0,0,7955.0,7470.0,5894.0,7990.0,6563.833333333333,590.0,1.0740321769733534,Aqua 1500ml,AMDK,KARTON
2024,8,KI004,9785,472166850,458,08,2024-08-01,3,0,0,8545.0,7955.0,7470.0,8761.666666666666,7302.333333333333,1240.0,1.144980107652703,Aqua 1500ml,AMDK,KARTON
2024,9,KI004,10202,491833150,517,09,2024-09-01,3,0,0,9785.0,8545.0,7955.0,9510.666666666666,8308.5,417.0,1.0425097077457592,Aqua 1500ml,AMDK,KARTON
2024,10,KI004,12416,598612250,633,10,2024-10-01,4,0,0,10202.0,9785.0,8545.0,10801.0,9395.5,2214.0,1.2168969910810545,Aqua 1500ml,AMDK,KARTON
2024,11,KI004,9528,459680900,467,11,2024-11-01,4,0,0,12416.0,10202.0,9785.0,10715.333333333334,9738.5,-2888.0,0.7673351050978497,Aqua 1500ml,AMDK,KARTON
2024,12,KI004,8365,404043050,411,12,2024-12-01,4,0,1,9528.0,12416.0,10202.0,10103.0,9806.833333333334,-1163.0,0.8778465736173785,Aqua 1500ml,AMDK,KARTON
2025,1,KI004,9394,453342600,469,01,2025-01-01,1,1,0,8365.0,9528.0,12416.0,9095.666666666666,9948.333333333334,1029.0,1.1228783169973704,Aqua 1500ml,AMDK,KARTON
2025,2,KI004,7480,362096100,415,02,2025-02-01,1,0,0,9394.0,8365.0,9528.0,8413.0,9564.166666666666,-1914.0,0.7961681745609367,Aqua 1500ml,AMDK,KARTON
2025,3,KI004,8324,401999100,433,03,2025-03-01,1,0,0,7480.0,9394.0,8365.0,8399.333333333334,9251.166666666666,844.0,1.112685469856971,Aqua 1500ml,AMDK,KARTON
2025,4,KI004,10262,496103600,529,04,2025-04-01,2,0,0,8324.0,7480.0,9394.0,8688.666666666666,8892.166666666666,1938.0,1.2326726726726727,Aqua 1500ml,AMDK,KARTON
2022,2,KI006,15508,257999900,160,02,2022-02-01,1,0,0,14284.0,16492.0,16651.0,15428.0,14069.0,1224.0,1.0856142807140357,Yasmin Sari Kelapa 1000,AMDK,KARTON
2022,3,KI006,13748,228611800,156,03,2022-03-01,1,0,0,15508.0,14284.0,16492.0,14513.333333333334,15455.333333333334,-1760.0,0.8864530272744858,Yasmin Sari Kelapa 1000,AMDK,KARTON
2022,4,KI006,8534,142292500,111,04,2022-04-01,2,0,0,13748.0,15508.0,14284.0,12596.666666666666,14202.833333333334,-5214.0,0.6206996872499818,Yasmin Sari Kelapa 1000,AMDK,KARTON
2022,5,KI006,10280,171348900,126,05,2022-05-01,2,0,0,8534.0,13748.0,15508.0,10854.0,13141.0,1746.0,1.2044522554188635,Yasmin Sari Kelapa 1000,AMDK,KARTON
2022,6,KI006,11206,186658800,142,06,2022-06-01,2,0,0,10280.0,8534.0,13748.0,10006.666666666666,12260.0,926.0,1.0899717926271764,Yasmin Sari Kelapa 1000,AMDK,KARTON
2022,7,KI006,11503,191794200,134,07,2022-07-01,3,0,0,11206.0,10280.0,8534.0,10996.333333333334,11796.5,297.0,1.026412063888641,Yasmin Sari Kelapa 1000,AMDK,KARTON
2022,8,KI006,14281,237608700,151,08,2022-08-01,3,0,0,11503.0,11206.0,10280.0,12330.0,11592.0,2778.0,1.241394297635605,Yasmin Sari Kelapa 1000,AMDK,KARTON
2022,9,KI006,12780,212441800,136,09,2022-09-01,3,0,0,14281.0,11503.0,11206.0,12854.666666666666,11430.666666666666,-1501.0,0.8948326564906876,Yasmin Sari Kelapa 1000,AMDK,KARTON
2022,10,KI006,11699,195023100,130,10,2022-10-01,4,0,0,12780.0,14281.0,11503.0,12920.0,11958.166666666666,-1081.0,0.9153430873953525,Yasmin Sari Kelapa 1000,AMDK,KARTON
2022,11,KI006,14121,234862600,138,11,2022-11-01,4,0,0,11699.0,12780.0,14281.0,12866.666666666666,12598.333333333334,2422.0,1.206923076923077,Yasmin Sari Kelapa 1000,AMDK,KARTON
2022,12,KI006,14721,245305000,144,12,2022-12-01,4,0,1,14121.0,11699.0,12780.0,13513.666666666666,13184.166666666666,600.0,1.0424160883727518,Yasmin Sari Kelapa 1000,AMDK,KARTON
2023,1,KI006,8422,141249800,108,01,2023-01-01,1,1,0,14721.0,14121.0,11699.0,12421.333333333334,12670.666666666666,-6299.0,0.5720690123624508,Yasmin Sari Kelapa 1000,AMDK,KARTON
2023,2,KI006,5624,94731000,86,02,2023-02-01,1,0,0,8422.0,14721.0,14121.0,9589.0,11227.833333333334,-2798.0,0.6676955953935653,Yasmin Sari Kelapa 1000,AMDK,KARTON
2023,3,KI006,6874,115409300,99,03,2023-03-01,1,0,0,5624.0,8422.0,14721.0,6973.333333333333,10243.5,1250.0,1.2220444444444445,Yasmin Sari Kelapa 1000,AMDK,KARTON
2023,4,KI006,4614,77249900,66,04,2023-04-01,2,0,0,6874.0,5624.0,8422.0,5704.0,9062.666666666666,-2260.0,0.6711272727272727,Yasmin Sari Kelapa 1000,AMDK,KARTON
2023,5,KI006,7769,129886600,98,05,2023-05-01,2,0,0,4614.0,6874.0,5624.0,6419.0,8004.0,3155.0,1.6834236186348863,Yasmin Sari Kelapa 1000,AMDK,KARTON
2023,6,KI006,4967,83339300,75,06,2023-06-01,2,0,0,7769.0,4614.0,6874.0,5783.333333333333,6378.333333333333,-2802.0,0.6392535392535392,Yasmin Sari Kelapa 1000,AMDK,KARTON
2023,7,KI006,4288,72006900,67,07,2023-07-01,3,0,0,4967.0,7769.0,4614.0,5674.666666666667,5689.333333333333,-679.0,0.8631239935587761,Yasmin Sari Kelapa 1000,AMDK,KARTON
2023,8,KI006,4430,74232800,86,08,2023-08-01,3,0,0,4288.0,4967.0,7769.0,4561.666666666667,5490.333333333333,142.0,1.0328747959897413,Yasmin Sari Kelapa 1000,AMDK,KARTON
2023,9,KI006,2672,44807700,68,09,2023-09-01,3,0,0,4430.0,4288.0,4967.0,3796.6666666666665,4790.0,-1758.0,0.6030241480478448,Yasmin Sari Kelapa 1000,AMDK,KARTON
2023,10,KI006,3066,51282400,69,10,2023-10-01,4,0,0,2672.0,4430.0,4288.0,3389.3333333333335,4532.0,394.0,1.1470258136924805,Yasmin Sari Kelapa 1000,AMDK,KARTON
2023,11,KI006,3624,60720500,64,11,2023-11-01,4,0,0,3066.0,2672.0,4430.0,3120.6666666666665,3841.1666666666665,558.0,1.1816106944897293,Yasmin Sari Kelapa 1000,AMDK,KARTON
2023,12,KI006,4004,67476800,74,12,2023-12-01,4,0,1,3624.0,3066.0,2672.0,3564.6666666666665,3680.6666666666665,380.0,1.104551724137931,Yasmin Sari Kelapa 1000,AMDK,KARTON
2024,1,KI006,3118,52596500,79,01,2024-01-01,1,1,0,4004.0,3624.0,3066.0,3582.0,3485.6666666666665,-886.0,0.7785268414481897,Yasmin Sari Kelapa 1000,AMDK,KARTON
2024,2,KI006,3426,57867800,79,02,2024-02-01,1,0,0,3118.0,4004.0,3624.0,3516.0,3318.3333333333335,308.0,1.0984289836486054,Yasmin Sari Kelapa 1000,AMDK,KARTON
2024,3,KI006,2482,42097200,68,03,2024-03-01,1,0,0,3426.0,3118.0,4004.0,3008.6666666666665,3286.6666666666665,-944.0,0.7242486139480595,Yasmin Sari Kelapa 1000,AMDK,KARTON
2024,4,KI006,2044,34641400,70,04,2024-04-01,2,0,0,2482.0,3426.0,3118.0,2650.6666666666665,3116.3333333333335,-438.0,0.8231977446637132,Yasmin Sari Kelapa 1000,AMDK,KARTON
2024,5,KI006,3115,52647300,113,05,2024-05-01,2,0,0,2044.0,2482.0,3426.0,2547.0,3031.5,1071.0,1.5232273838630808,Yasmin Sari Kelapa 1000,AMDK,KARTON
2024,6,KI006,3072,51927200,106,06,2024-06-01,2,0,0,3115.0,2044.0,2482.0,2743.6666666666665,2876.1666666666665,-43.0,0.9858793324775353,Yasmin Sari Kelapa 1000,AMDK,KARTON
2024,7,KI006,3208,54241800,117,07,2024-07-01,3,0,0,3072.0,3115.0,2044.0,3131.6666666666665,2891.1666666666665,136.0,1.0439310120403515,Yasmin Sari Kelapa 1000,AMDK,KARTON
2024,8,KI006,4416,74457600,124,08,2024-08-01,3,0,0,3208.0,3072.0,3115.0,3565.3333333333335,3056.1666666666665,1208.0,1.3761296354004362,Yasmin Sari Kelapa 1000,AMDK,KARTON
2024,9,KI006,4316,72909300,109,09,2024-09-01,3,0,0,4416.0,3208.0,3072.0,3980.0,3361.8333333333335,-100.0,0.9771338012225492,Yasmin Sari Kelapa 1000,AMDK,KARTON
2024,10,KI006,4351,73693300,128,10,2024-10-01,4,0,0,4316.0,4416.0,3208.0,4361.0,3746.3333333333335,35.0,1.0078758397034977,Yasmin Sari Kelapa 1000,AMDK,KARTON
2024,11,KI006,3299,56052600,93,11,2024-11-01,4,0,0,4351.0,4316.0,4416.0,3988.6666666666665,3777.0,-1052.0,0.7580422794117647,Yasmin Sari Kelapa 1000,AMDK,KARTON
2024,12,KI006,3638,61641900,101,12,2024-12-01,4,0,1,3299.0,4351.0,4316.0,3762.6666666666665,3871.3333333333335,339.0,1.1024242424242425,Yasmin Sari Kelapa 1000,AMDK,KARTON
2025,1,KI006,4641,78561400,121,01,2025-01-01,1,1,0,3638.0,3299.0,4351.0,3859.3333333333335,4110.166666666667,1003.0,1.2753503709810388,Yasmin Sari Kelapa 1000,AMDK,KARTON
2025,2,KI006,3319,56412900,95,02,2025-02-01,1,0,0,4641.0,3638.0,3299.0,3866.0,3927.3333333333335,-1322.0,0.7149935372684187,Yasmin Sari Kelapa 1000,AMDK,KARTON
2025,3,KI006,4017,68249400,113,03,2025-03-01,1,0,0,3319.0,4641.0,3638.0,3992.3333333333335,3877.5,698.0,1.2099397590361445,Yasmin Sari Kelapa 1000,AMDK,KARTON
2025,4,KI006,3954,67120700,113,04,2025-04-01,2,0,0,4017.0,3319.0,4641.0,3763.3333333333335,3811.3333333333335,-63.0,0.9840716774514684,Yasmin Sari Kelapa 1000,AMDK,KARTON
2022,2,KI007,38385,605763450,428,02,2022-02-01,1,0,0,41685.0,44037.0,44048.0,41369.0,37591.333333333336,-3300.0,0.9208127428873003,Le Mineral Galon 15L,AMDK,GALON
2022,3,KI007,38277,604921250,434,03,2022-03-01,1,0,0,38385.0,41685.0,44037.0,39449.0,41456.666666666664,-108.0,0.9971604230709112,Le Mineral Galon 15L,AMDK,GALON
2022,4,KI007,30309,481967600,314,04,2022-04-01,2,0,0,38277.0,38385.0,41685.0,35657.0,39456.833333333336,-7968.0,0.7918125293902503,Le Mineral Galon 15L,AMDK,GALON
2022,5,KI007,28223,447735700,326,05,2022-05-01,2,0,0,30309.0,38277.0,38385.0,32269.666666666668,36819.333333333336,-2086.0,0.9311448366875619,Le Mineral Galon 15L,AMDK,GALON
2022,6,KI007,34095,528800397,393,06,2022-06-01,2,0,0,28223.0,30309.0,38277.0,30875.666666666668,35162.333333333336,5872.0,1.208014455782313,Le Mineral Galon 15L,AMDK,GALON
2022,7,KI007,33427,521000298,367,07,2022-07-01,3,0,0,34095.0,28223.0,30309.0,31915.0,33786.0,-668.0,0.9803789300797747,Le Mineral Galon 15L,AMDK,GALON
2022,8,KI007,43578,667588995,460,08,2022-08-01,3,0,0,33427.0,34095.0,28223.0,37033.333333333336,34651.5,10151.0,1.3036376690199833,Le Mineral Galon 15L,AMDK,GALON
2022,9,KI007,36219,552360745,391,09,2022-09-01,3,0,0,43578.0,33427.0,34095.0,37741.333333333336,34308.5,-7359.0,0.8311113150829528,Le Mineral Galon 15L,AMDK,GALON
2022,10,KI007,35517,541399095,388,10,2022-10-01,4,0,0,36219.0,43578.0,33427.0,38438.0,35176.5,-702.0,0.9805908337934842,Le Mineral Galon 15L,AMDK,GALON
2022,11,KI007,36909,559623494,401,11,2022-11-01,4,0,0,35517.0,36219.0,43578.0,36215.0,36624.166666666664,1392.0,1.0391632411734895,Le Mineral Galon 15L,AMDK,GALON
2022,12,KI007,38977,598663996,422,12,2022-12-01,4,0,1,36909.0,35517.0,36219.0,37134.333333333336,37437.833333333336,2068.0,1.0560010837171498,Le Mineral Galon 15L,AMDK,GALON
2023,1,KI007,29328,464523800,295,01,2023-01-01,1,1,0,38977.0,36909.0,35517.0,35071.333333333336,36754.666666666664,-9649.0,0.7524244445584689,Le Mineral Galon 15L,AMDK,GALON
2023,2,KI007,19244,306822250,230,02,2023-02-01,1,0,0,29328.0,38977.0,36909.0,29183.0,32699.0,-10084.0,0.6561423846704627,Le Mineral Galon 15L,AMDK,GALON
2023,3,KI007,21422,341822900,252,03,2023-03-01,1,0,0,19244.0,29328.0,38977.0,23331.333333333332,30232.833333333332,2178.0,1.1131202909846714,Le Mineral Galon 15L,AMDK,GALON
2023,4,KI007,21078,330493800,208,04,2023-04-01,2,0,0,21422.0,19244.0,29328.0,20581.333333333332,27826.333333333332,-344.0,0.983895812911357,Le Mineral Galon 15L,AMDK,GALON
2023,5,KI007,24738,389156400,281,05,2023-05-01,2,0,0,21078.0,21422.0,19244.0,22412.666666666668,25797.833333333332,3660.0,1.1735850846814364,Le Mineral Galon 15L,AMDK,GALON
2023,6,KI007,20255,316772050,230,06,2023-06-01,2,0,0,24738.0,21078.0,21422.0,22023.666666666668,22677.5,-4483.0,0.8187477262621772,Le Mineral Galon 15L,AMDK,GALON
2023,7,KI007,24807,349103939,261,07,2023-07-01,3,0,0,20255.0,24738.0,21078.0,23266.666666666668,21924.0,4552.0,1.2246741706161137,Le Mineral Galon 15L,AMDK,GALON
2023,8,KI007,30670,408434531,309,08,2023-08-01,3,0,0,24807.0,20255.0,24738.0,25244.0,23828.333333333332,5863.0,1.2362947436310867,Le Mineral Galon 15L,AMDK,GALON
2023,9,KI007,26963,355213933,269,09,2023-09-01,3,0,0,30670.0,24807.0,20255.0,27480.0,24751.833333333332,-3707.0,0.8791040396465717,Le Mineral Galon 15L,AMDK,GALON
2023,10,KI007,32442,432800681,319,10,2023-10-01,4,0,0,26963.0,30670.0,24807.0,30025.0,26645.833333333332,5479.0,1.2031597685803292,Le Mineral Galon 15L,AMDK,GALON
2023,11,KI007,28059,372152182,312,11,2023-11-01,4,0,0,32442.0,26963.0,30670.0,29154.666666666668,27199.333333333332,-4383.0,0.8648706962981229,Le Mineral Galon 15L,AMDK,GALON
